4.01.03.2.04.0003	Koordinasi, Sinkronisasi dan Evaluasi Kebijakan Energi dan Air	Terlaksananya Koordinasi, Sinkronisasi, dan Evaluasi Kebijakan Urusan Energi dan Air, Pekerjaan Umum dan Penataan Ruang, Perumahan Rakyat dan Kawasan Permukiman, Pertanahan	Jumlah Dokumen Hasil Koordinasi, Sinkronisasi, dan Evaluasi Kebijakan Urusan Energi dan Air, Pekerjaan Umum dan Penataan Ruang, Perumahan Rakyat dan Kawasan Permukiman, Pertanahan	Dokumen	Kegiatan yang dilakukan oleh pemerintah provinsi untuk mengoordinasikan, menyelaraskan, dan mengevaluasi kebijakan serta pelaksanaan program yang berkaitan dengan pemanfaatan, pengelolaan, dan pengembangan energi (termasuk energi baru terbarukan) dan sumber daya air, agar sesuai dengan arah pembangunan daerah dan nasional serta prinsip keberlanjutan
4.01.01.2.02.0001	Penyediaan Gaji dan Tunjangan ASN				
4.01.01.2.02.0003	"Pelaksanaan Penatausahaan dan

Pengujian/Verifikasi Keuangan SKPD"				
4.01.01.2.02.0007	Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/ Semesteran SKPD				
4.01.01.2.05.0001	Peningkatan Sarana dan Prasarana Disiplin Pegawai				
4.01.01.2.05.0003	Pendataan dan Pengolahan Administrasi Kepegawaian				
4.01.01.2.06.0001	"Penyediaan Komponen Instalasi

Listrik/Penerangan Bangunan Kantor"				
4.01.01.2.06.0002	Penyediaan Peralatan dan Perlengkapan Kantor				
4.01.01.2.06.0003	Penyediaan Peralatan Rumah Tangga				
4.01.01.2.06.0004	Penyediaan Bahan Logistik Kantor				
4.01.01.2.06.0005	Penyediaan Barang Cetakan dan Penggandaan				
4.01.01.2.06.0008	Fasilitasi Kunjungan Tamu				
4.01.01.2.07.0002	Pengadaan Kendaraan Dinas Operasional atau Lapangan				
4.01.01.2.07.0005	Pengadaan Mebel				
4.01.01.2.07.0006	Pengadaan Peralatan dan Mesin Lainnya				
4.01.01.2.08.0002	Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik				
4.01.01.2.08.0003	Penyediaan Jasa Peralatan dan Perlengkapan Kantor				
4.01.01.2.08.0004	Penyediaan Jasa Pelayanan Umum Kantor				
4.01.01.2.09.0001	Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan				
4.01.01.2.09.0002	Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan				
4.01.01.2.09.0005	Pemeliharaan Mebel				
4.01.01.2.09.0006	Pemeliharaan Peralatan dan Mesin Lainnya				
4.01.01.2.09.0009	Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya				
4.01.01.2.09.0011	Pemeliharaan/Rehabilitasi Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya				
4.01.01.2.11.0001	Penyediaan Gaji dan Tunjangan Kepala Daerah dan Wakil Kepala Daerah				
4.01.01.2.11.0002	Penyediaan Pakaian Dinas dan Atribut Kelengkapan Kepala Daerah dan Wakil Kepala Daerah				
4.01.01.2.11.0003	Pelaksanaan Medical Check Up Kepala Daerah dan Wakil Kepala Daerah				
4.01.01.2.11.0004	Penyediaan Dana Penunjang Operasional Kepala Daerah dan Wakil Kepala Daerah				
4.01.01.2.12.0001	Penyediaan Kebutuhan Rumah Tangga Kepala Daerah				
4.01.01.2.12.0002	Penyediaan Kebutuhan Rumah Tangga Wakil Kepala Daerah				
4.01.01.2.12.0003	Penyediaan Kebutuhan Rumah Tangga Sekretariat Daerah				
4.01.01.2.13.0001	Pengelolaan Kelembagaan dan Analisis Jabatan				
4.01.01.2.13.0002	Fasilitasi Pelayanan Publik dan Tata Laksana				
4.01.01.2.13.0003	Peningkatan Kinerja dan Reformasi Birokrasi				
4.01.01.2.14.0001	Fasilitasi Keprotokolan				
4.01.01.2.14.0002	Fasilitasi Komunikasi Pimpinan				
4.01.01.2.14.0003	Pendokumentasian Tugas Pimpinan				
4.02.02.2.01.0002	Pembahasan Rancangan Peraturan Daerah	Terlaksananya Pembahasan Rancangan Peraturan Daerah	Jumlah Dokumen Hasil Pembahasan Rancangan Peraturan Daerah	Dokumen	Proses lanjutan setelah penyusunan rancangan, yang dilakukan bersama antara Pemerintah Daerah dan DPRD untuk membahas, menelaah, menyempurnakan, dan menyepakati substansi rancangan peraturan daerah (Raperda) sebelum disahkan menjadi Perda
4.02.02.2.01.0004	"Fasilitasi Penyusunan Penjelasan/Keterangan

Naskah Akademik"	Terlaksananya Fasilitasi Penyusunan Penjelasan atau Keterangan dan/atau Naskah Akademik	Jumlah Dokumen Hasil Penyusunan Penjelasan atau Keterangan dan/atau Naskah Akademik yang Difasilitasi	Dokumen	Proses pemberian dukungan teknis, administratif, dan koordinatif kepada pihak yang berwenang dalam menyusun penjelasan atau keterangan terkait Naskah Akademik sebagai dokumen ilmiah yang menjadi dasar pembentukan rancangan peraturan daerah
4.02.02.2.02.0001	Pembahasan KUA dan PPAS	Terlaksananya Pembahasan KUA dan PPAS	Jumlah Dokumen Hasil Pembahasan KUA dan PPAS	Dokumen	Rangkaian proses koordinasi, analisis, dan sinkronisasi antara Pemerintah Daerah dan DPRD untuk membahas Kebijakan Umum Anggaran (KUA) dan Prioritas dan Plafon Anggaran Sementara (PPAS) sebagai landasan penyusunan RAPBD. Kegiatan ini mencakup penelaahan target pendapatan, belanja, dan pembiayaan daerah, serta penentuan prioritas pembangunan daerah sesuai dengan rencana kerja pemerintah daerah dan ketentuan peraturan perundang-undangan
4.02.02.2.02.0002	Pembahasan Perubahan KUA dan Perubahan PPAS	Terlaksananya Pembahasan Perubahan KUA dan Perubahan PPAS	Jumlah Dokumen Hasil Pembahasan Perubahan KUA dan Perubahan PPAS	Dokumen	Proses koordinasi, analisis, dan sinkronisasi antara Pemerintah Daerah dan DPRD dalam rangka membahas perubahan Kebijakan Umum Anggaran (KUA) dan perubahan Prioritas dan Plafon Anggaran Sementara (PPAS) sebagai akibat adanya perkembangan atau perubahan asumsi, kebijakan, atau kondisi pelaksanaan APBD tahun berjalan. Pembahasan ini bertujuan menyesuaikan arah kebijakan anggaran, prioritas pembangunan, serta alokasi plafon anggaran sementara agar tetap relevan, efektif, dan sesuai peraturan perundang-undangan
4.02.02.2.02.0003	Pembahasan APBD	Terlaksananya Pembahasan APBD	Jumlah Dokumen Hasil Pembahasan APBD	Dokumen	Proses koordinasi, analisis, dan sinkronisasi antara Pemerintah Daerah dan DPRD dalam rangka membahas Rancangan Anggaran Pendapatan dan Belanja Daerah (RAPBD) untuk tahun anggaran berikutnya, berdasarkan Kebijakan Umum Anggaran (KUA) dan Prioritas dan Plafon Anggaran Sementara (PPAS) yang telah disepakati bersama. Pembahasan ini mencakup penelaahan rencana pendapatan, belanja, dan pembiayaan daerah secara rinci agar sesuai dengan prioritas pembangunan daerah, kemampuan keuangan, dan ketentuan peraturan perundang-undangan
4.02.02.2.02.0004	Pembahasan APBD Perubahan	Terlaksananya Pembahasan APBD Perubahan	Jumlah Dokumen Hasil Pembahasan APBD Perubahan	Dokumen	Proses koordinasi, analisis, dan sinkronisasi antara Pemerintah Daerah dan DPRD untuk membahas Rancangan Perubahan Anggaran Pendapatan dan Belanja Daerah (RAPBD Perubahan) dalam tahun anggaran yang sedang berjalan. Pembahasan ini dilakukan sebagai tindak lanjut atas adanya perkembangan atau perubahan asumsi yang mempengaruhi pelaksanaan APBD, sehingga diperlukan penyesuaian rencana pendapatan, belanja, dan pembiayaan daerah
4.02.02.2.02.0005	Pembahasan Laporan Semester	Terlaksananya Pembahasan Laporan Realisasi Pelaksanaan APBD Per Semester	Jumlah Dokumen Hasil Pembahasan Laporan Realisasi Pelaksanaan APBD Per Semester	Dokumen	Pembahasan antara Pemerintah Daerah dan DPRD terhadap Laporan Realisasi Semesteran Anggaran Pendapatan dan Belanja Daerah (APBD), yang memuat capaian kinerja keuangan serta prognosis (perkiraan) pelaksanaan anggaran hingga akhir tahun. Pembahasan ini dilakukan sebagai bentuk pengawasan dan evaluasi terhadap pelaksanaan APBD dalam rangka memastikan ketercapaian target pembangunan daerah
4.02.02.2.02.0006	Pembahasan Pertanggungjawaban APBD	Terlaksananya Pembahasan Pertanggungjawaban APBD	Jumlah Dokumen Hasil Pembahasan Pertanggungjawaban APBD	Dokumen	Rangkaian proses yang dilakukan oleh DPRD bersama Pemerintah Daerah untuk membahas Rancangan Peraturan Daerah tentang Pertanggungjawaban Pelaksanaan Anggaran Pendapatan dan Belanja Daerah (APBD) setelah tahun anggaran berakhir. Kegiatan ini bertujuan untuk mengevaluasi pencapaian target kinerja dan realisasi anggaran, serta memastikan bahwa pengelolaan keuangan daerah telah sesuai dengan ketentuan perundang-undangan, prinsip akuntabilitas, dan transparansi
4.02.02.2.03.0001	Pengawasan Urusan Pemerintahan Bidang Pemerintahan dan Hukum	Terlaksananya Pengawasan Urusan Pemerintahan Bidang Pemerintahan dan Hukum	Jumlah Laporan Hasil Pengawasan Urusan Pemerintahan Bidang Pemerintahan dan Hukum	Laporan	Serangkaian aktivitas yang dilakukan oleh Pemerintah Provinsi untuk memantau, mengevaluasi, dan memastikan pelaksanaan urusan pemerintahan yang menjadi kewenangannya di bidang pemerintahan umum dan hukum, agar berjalan sesuai dengan peraturan perundang-undangan, prinsip tata kelola pemerintahan yang baik (good governance), serta standar pelayanan minimal
4.02.02.2.03.0002	Pengawasan Urusan Pemerintahan Bidang Infrastruktur	Terlaksananya Pengawasan Urusan Pemerintahan Bidang Infrastruktur	Jumlah Laporan Hasil Pengawasan Urusan Pemerintahan Bidang Infrastruktur	Laporan	Serangkaian kegiatan yang dilakukan oleh Pemerintah Provinsi untuk memantau, memeriksa, dan mengevaluasi pelaksanaan urusan pemerintahan yang menjadi kewenangannya dalam bidang infrastruktur—meliputi perencanaan, pembangunan, pemeliharaan, dan pengelolaan infrastruktur publik—agar sesuai dengan ketentuan peraturan perundang-undangan, standar teknis, dan prinsip tata kelola pemerintahan yang baik
4.02.02.2.03.0003	Pengawasan Urusan Pemerintahan Bidang Kesejahteraan Rakyat	Terlaksananya Pengawasan Urusan Pemerintahan Bidang Kesejahteraan Rakyat	Jumlah Laporan Pengawasan Urusan Pemerintahan Bidang Kesejahteraan Rakyat	Laporan	Rangkaian kegiatan yang dilaksanakan oleh Pemerintah Provinsi untuk memantau, memeriksa, dan mengevaluasi penyelenggaraan urusan pemerintahan yang menjadi kewenangan provinsi dalam bidang kesejahteraan rakyat, yang meliputi sektor pendidikan, kesehatan, sosial, kebudayaan, pemberdayaan perempuan dan perlindungan anak, kepemudaan, olahraga, serta pelayanan keagamaan
4.02.02.2.03.0004	Pengawasan Urusan Pemerintahan Bidang Perekonomian	Terlaksananya Pengawasan Urusan Pemerintahan Bidang Perekonomian	Jumlah Laporan Hasil Pengawasan Urusan Pemerintahan Bidang Perekonomian	Laporan	Serangkaian upaya yang dilakukan oleh Pemerintah Provinsi untuk memantau, memeriksa, menilai, dan mengevaluasi pelaksanaan urusan pemerintahan di bidang perekonomian yang menjadi kewenangannya
4.02.02.2.03.0008	"Pembahasan Laporan Keterangan

Pertanggungjawaban Kepala Daerah"	Terlaksananya Pembahasan Laporan Keterangan Pertanggungjawaban Kepala Daerah	Jumlah Rekomendasi Hasil Pembahasan Laporan Keterangan Pertanggungjawaban Kepala Daerah	Dokumen	Proses yang dilakukan oleh DPRD Provinsi bersama Pemerintah Provinsi untuk menelaah, menilai, dan mengevaluasi dokumen LKPJ tahunan yang disampaikan oleh Kepala Daerah. Kegiatan ini bertujuan untuk mengukur kinerja penyelenggaraan pemerintahan daerah, kesesuaian pelaksanaan program/kegiatan dengan Rencana Pembangunan Jangka Menengah Daerah (RPJMD) dan Rencana Kerja Pemerintah Daerah (RKPD), serta memastikan akuntabilitas pelaksanaan APBD
4.02.02.2.04.0002	Pendalaman Tugas DPRD	Terlaksananya Pendalaman Tugas DPRD	Jumlah Dokumen Hasil Pendalaman Tugas DPRD	Dokumen	Kegiatan penguatan kapasitas dan kompetensi anggota DPRD Provinsi yang dilaksanakan secara berkelanjutan selama masa jabatan, dengan tujuan meningkatkan pemahaman, keterampilan, dan wawasan dalam menjalankan fungsi legislasi, anggaran, dan pengawasan. Kegiatan ini dilakukan melalui pelatihan, workshop, bimbingan teknis, kunjungan kerja, atau bentuk pembelajaran lainnya yang relevan dengan kebutuhan dan tantangan penyelenggaraan pemerintahan daerah
4.02.02.2.04.0005	Penyediaan Tenaga Ahli Fraksi	Tersedianya Tenaga Ahli Fraksi	Jumlah Tenaga Ahli Fraksi	Orang	Kegiatan pengadaan dan penugasan tenaga profesional yang memiliki kompetensi di bidang tertentu untuk mendukung pelaksanaan tugas dan fungsi fraksi di DPRD Provinsi. Tenaga ahli fraksi bertugas memberikan masukan, analisis, kajian, serta asistensi teknis kepada fraksi dalam menjalankan fungsi legislasi, anggaran, dan pengawasan, sehingga keputusan dan sikap politik fraksi dapat disusun secara komprehensif, berbasis data, dan sesuai peraturan perundang-undangan
4.02.02.2.04.0006	Penyelenggaraan Hubungan Masyarakat	Terselenggaranya Hubungan Masyarakat	Jumlah Dokumen Hasil Penyelenggaraan Hubungan Masyarakat	Dokumen	Serangkaian kegiatan komunikasi strategis yang dilakukan oleh Pemerintah Provinsi untuk membangun, memelihara, dan mengembangkan hubungan yang harmonis antara pemerintah dengan masyarakat, media, serta pemangku kepentingan lainnya. Kegiatan ini bertujuan menyebarluaskan informasi kebijakan dan program pemerintah secara transparan, membentuk citra positif lembaga, serta menampung dan menindaklanjuti aspirasi publik
4.02.02.2.04.0007	Penyusunan Program Kerja DPRD	Tersusunnya Rencana Kerja DPRD	Jumlah Dokumen Rencana Kerja DPRD	Dokumen	Proses perencanaan kegiatan DPRD Provinsi yang dituangkan dalam dokumen program kerja tahunan atau periode tertentu, yang memuat prioritas kegiatan, jadwal pelaksanaan, target capaian, serta sumber daya yang dibutuhkan. Kegiatan ini bertujuan memastikan pelaksanaan fungsi legislasi, anggaran, dan pengawasan DPRD berjalan terarah, terukur, dan sesuai dengan kebutuhan daerah serta ketentuan peraturan perundang-undangan
4.02.02.2.04.0008	Publikasi dan Dokumentasi DPRD	Terlaksananya Publikasi dan Dokumentasi DPRD	Jumlah Dokumen Publikasi dan Dokumentasi DPRD	Dokumen	Publikasi dan Dokumentasi DPRD adalah aktivitas yang dilakukan oleh alat kelengkapan DPRD untuk menyampaikan kinerja selama satu tahun berjalan  kepada masyarakat Daerah yang bersangkutan. Muatan materi Publikasi dan Dokumentasi DPRD dimaksud disampaikan melalui situs resmi DPRD atau saluran lain yang mudah diakses masyarakat serta agenda kegiatan DPRD lainnya.
4.02.02.2.05.0002	Penyusunan Pokok-Pokok Pikiran DPRD	Tersusunnya Pokok-Pokok Pikiran DPRD	Jumlah Dokumen Pokok-Pokok Pikiran DPRD yang Disusun	Dokumen	Proses penghimpunan, pengolahan, dan perumusan aspirasi masyarakat yang disampaikan kepada anggota DPRD melalui reses, kunjungan kerja, atau mekanisme lainnya, kemudian disusun menjadi dokumen resmi berisi usulan program dan kegiatan pembangunan daerah. Pokir DPRD digunakan sebagai masukan dalam penyusunan Rencana Kerja Pemerintah Daerah (RKPD) agar pembangunan lebih partisipatif, responsif, dan sesuai kebutuhan masyarakat
4.02.02.2.05.0003	Pelaksanaan Reses	Terlaksananya Reses	Jumah Dokumen Hasil Pelaksanaan Reses	Dokumen	Kegiatan anggota DPRD Provinsi di luar masa sidang yang dilakukan di daerah pemilihan masing-masing untuk bertemu langsung dengan konstituen guna menyerap aspirasi, memperoleh masukan, serta menginformasikan program dan kebijakan pemerintah daerah. Reses menjadi salah satu mekanisme formal penyerapan aspirasi masyarakat yang hasilnya digunakan sebagai bahan penyusunan Pokok-Pokok Pikiran DPRD dan masukan bagi perencanaan pembangunan daerah
4.02.02.2.06.0002	Pengawasan Kode Etik DPRD	Terlaksananya Pengawasan Kode Etik DPRD	Jumlah Laporan Hasil Pengawasan Kode Etik DPRD	Laporan	Serangkaian kegiatan yang dilakukan oleh DPRD melalui Badan Kehormatan (BK) atau alat kelengkapan lainnya untuk memantau, menilai, dan menindaklanjuti perilaku anggota DPRD agar sesuai dengan norma dan ketentuan yang diatur dalam Kode Etik DPRD. Kegiatan ini bertujuan menjaga kehormatan, martabat, citra, dan kredibilitas DPRD, serta menegakkan disiplin dan integritas anggota dewan dalam melaksanakan tugas, fungsi, dan kewenangannya
4.02.02.2.08.0001	Koordinasi dan Konsultasi Pelaksanaan Tugas DPRD	Terlaksananya Koordinasi dan Konsultasi Pelaksanaan Tugas DPRD	Jumlah Dokumen Hasil Koordinasi dan Konsultasi Pelaksanaan Tugas DPRD	Dokumen	Kegiatan yang dilakukan oleh Dewan Perwakilan Rakyat Daerah Provinsi untuk membangun komunikasi, menyelaraskan langkah, dan memperoleh masukan atau klarifikasi terkait pelaksanaan fungsi, tugas, dan wewenangnya. Kegiatan ini dilaksanakan melalui pertemuan, rapat, atau kunjungan kerja dengan pihak internal (antaralat kelengkapan DPRD) maupun eksternal (pemerintah pusat, pemerintah daerah lain, lembaga/instansi, atau mitra kerja) guna memastikan pelaksanaan tugas DPRD berjalan efektif, sesuai peraturan perundang-undangan, dan selaras dengan kepentingan daerah
4.02.02.2.08.0002	Penyusunan Laporan Kinerja DPRD	Tersusunnya Laporan Fraksi, Alat Kelengkapan dan Kinerja DPRD	Jumlah Laporan Fraksi, Alat Kelengkapan dan Kinerja DPRD yang Disusun	Laporan	Kegiatan pengumpulan, pengolahan, analisis, dan penyusunan informasi yang memuat capaian pelaksanaan tugas, fungsi, dan wewenang DPRD dalam satu periode tertentu (biasanya tahunan) secara sistematis, terukur, dan dapat dipertanggungjawabkan. Laporan ini menjadi sarana akuntabilitas publik dan evaluasi internal DPRD terhadap pelaksanaan fungsi legislasi, anggaran, dan pengawasan
4.02.02.2.08.0003	Fasilitasi Pelaksanaan Tugas Badan Musyawarah	Terlaksananya Fasilitasi Pelaksanaan Tugas Badan Musyawarah	Jumlah Dokumen Hasil Fasilitasi Pelaksanaan Tugas Badan Musyawarah	Dokumen	Kegiatan penyediaan dukungan administrasi, koordinasi, dan teknis untuk memastikan Bamus DPRD dapat menjalankan tugasnya secara efektif, yaitu menetapkan agenda kegiatan DPRD, jadwal rapat paripurna, serta mengatur mekanisme pembahasan program kerja dan rancangan peraturan daerah
4.02.02.2.08.0004	Fasilitasi Tugas Pimpinan DPRD	Terlaksananya Fasilitasi Tugas Pimpinan DPRD	Jumlah Dokumen Hasil Fasilitasi Tugas Pimpinan DPRD	Dokumen	Kegiatan pemberian dukungan administrasi, teknis, dan koordinasi untuk membantu Pimpinan DPRD (Ketua dan Wakil Ketua) dalam menjalankan fungsi kepemimpinan, koordinasi, representasi, dan pengambilan keputusan kelembagaan DPRD sesuai peraturan perundang-undangan
4.02.01.2.01.0001	Penyusunan Dokumen Perencanaan Perangkat Daerah				
4.02.01.2.01.0006	Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD				
4.02.01.2.02.0001	Penyediaan Gaji dan Tunjangan ASN				
4.02.01.2.02.0003	"Pelaksanaan Penatausahaan dan

Pengujian/Verifikasi Keuangan SKPD"				
4.02.01.2.05.0009	Pendidikan dan Pelatihan Pegawai Berdasarkan Tugas dan Fungsi				
4.02.01.2.06.0002	Penyediaan Peralatan dan Perlengkapan Kantor				
4.02.01.2.06.0004	Penyediaan Bahan Logistik Kantor				
4.02.01.2.06.0010	Penatausahaan Arsip Dinamis pada SKPD				
4.02.01.2.07.0006	Pengadaan Peralatan dan Mesin Lainnya				
4.02.01.2.08.0002	Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik				
4.02.01.2.08.0004	Penyediaan Jasa Pelayanan Umum Kantor				
4.02.01.2.09.0001	Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan				
4.02.01.2.09.0002	Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan				
4.02.01.2.09.0006	Pemeliharaan Peralatan dan Mesin Lainnya				
4.02.01.2.09.0009	Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya				
4.02.01.2.15.0001	Penyelenggaraan Administrasi Keuangan DPRD				
4.02.01.2.15.0002	Penyediaan Pakaian Dinas dan Atribut DPRD				
4.02.01.2.15.0003	Pelaksanaan Medical Check Up DPRD				
5.01.02.2.01.0005	Pelaksanaan Musrenbang Kabupaten/Kota	Terlaksananya Musrenbang Kabupaten/Kota	Jumlah Berita Acara Musrenbang Kabupaten/Kota	Berita Acara	"1. Musyawarah perencanaan pembangunan yang selanjutnya disingkat Musrenbang adalah forum antar pemangku kepentingan dalam rangka menyusun rencana pembangunan Daerah.

2. Peserta musrenbang kabupaten/kota terdiri dari Bupati/Walikota dan Wakil Bupati/Walikota, pimpinan dan anggota DPRD, unsur pemerintah pusat, Kepala BAPPEDA dan Perankat Daerah kabupaten/kota, pejabat instansi vertikal di, para delegasi mewakili peserta musrenbang kabupaten/kota, akademisi, LSM/Ormas, tokoh masyarakat, unsur pengusaha/investor, keterwakilan perempuan dan kelompok masyarakat rentan termajinalkan serta unsur lain yang dipandang perlu."
5.01.02.2.01.0007	Koordinasi Penyusunan dan Penetapan Dokumen Perencanaan Pembangunan Daerah Kabupaten/Kota	Ditetapkannya Dokumen Perencanaan Pembangunan Daerah Kabupaten/Kota	"Jumlah Dokumen Perencanaan Pembangunan Daerah Kabupaten/Kota yang Ditetapkan

(RPJPD/RPJMD/RKPD)"	Dokumen	"1. Dokumen Perencanaan pembangunan Daerah adalah dokumen yang berisikan suatu proses untuk menentukan kebijakan masa depan, melalui urutan pilihan, yang melibatkan berbagai unsur pemangku kepentingan, guna pemanfaatan dan pengalokasian sumber daya yang ada dalam jangka waktu tertentu di Daerah.

2. Dokumen Perencanaan Pembangunan Daerah terdiri dari:
a. RPJPD ditetapkan melalui Perda
b. RPJMD ditetapkan melalui Perda
c. RKPD ditetapkan melalui Perkada"
5.01.03.2.01.0001	Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Pemerintahan (RPJPD, RPJMD dan RKPD)	Tersusunnya Dokumen Perencanaan Pembangunan Daerah Bidang Pemerintahan (RPJPD, RPJMD dan RKPD)	Jumlah Dokumen Perencanaan Pembangunan Daerah Bidang Pemerintahan yang Dikoordinir Penyusunannya (RPJPD, RPJMD dan RKPD)	Dokumen	"1. Dokumen perencanaan pembangunan daerah bidang pemerintahan yang dimaksud meliputi RPJPD RPJMD,  dan RKPD 

2. Koordinasi penyusunan dokumen perencanaan pembangunan daerah bidang pemerintahan dimaksud adalah kegiatan yang meliputi pengaturan hubungan kerjasama dari beberapa instansi/pejabat yang mempunyai tugas dan wewenang yang saling berhubungan dengan tujuan untuk menghindarkan kesimpangsiuran dan duplikasi dalam penyusunan dokumen perencanaan pembangunan daerah.

3. Ruang lingkup koordinasi penyusunan dokumen perencanaan pembangunan daerah bidang pemerintahan yaitu koordinasi perencanaan pembangunan daerah kabupaten/kota"
5.01.03.2.01.0003	Pelaksanaan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan	Terlaksananya Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan	Jumlah Laporan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan	Laporan	"1. Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan adalah Renstra Perangkat Daerah dan Renja Perangkat Daerah Bidang Pemerintahan. 

2. Monitoring penyusunan dokumen perencanaan pembangunan perangkat daerah bidang pemerintahan dimaksud adalah aktivitas mengawasi, mengamati, atau mengecek dengan cermat proses dan hasil penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan.

3. Ruang lingkup Monitoring penyusunan dokumen perencanaan pembangunan perangkat daerah bidang pemerintahan  dimaksud  yaitu monitoring terhadap (1)   kebijakan Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan, (2)  pelaksanaan Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan, dan (3)  hasil pelaksanaan rencana Pembangunan Perangkat Daerah Bidang Pemerintahan

4. Evaluasi penyusunan dokumen perencanaan pembangunan perangkat daerah bidang pemerintahan dimaksud adalah aktivitas penilaian terhadap kinerja perencanaan pembangunan daerah Bidang Pemerintahan

5. Ruang lingkup evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah bidang pemerintahan meliputi  evaluasi terhadap (1)   kebijakan Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan, (2)  pelaksanaan Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan, dan (3)  hasil pelaksanaan rencana Pembangunan Perangkat Daerah Bidang Pemerintahan"
5.01.03.2.01.0005	Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Pembangunan Manusia (RPJPD, RPJMD dan RKPD)	Terkordinirnya Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Pembangunan Manusia (RPJPD. RPJMD dan RKPD)	Jumlah Dokumen Perencanaan Pembangunan Daerah Bidang Pembangunan Manusia yang Dikoordinir Penyusunannya (RPJPD. RPJMD dan RKPD)	Dokumen	"1. Dokumen perencanaan pembangunan daerah bidang pembangunan manusia yang dimaksud meliputi RPJPD RPJMD,  dan RKPD 

2. Koordinasi penyusunan dokumen perencanaan pembangunan daerah bidang pembangunan manusia dimaksud adalah kegiatan yang meliputi pengaturan hubungan kerjasama dari beberapa instansi/pejabat yang mempunyai tugas dan wewenang yang saling berhubungan dengan tujuan untuk menghindarkan kesimpangsiuran dan duplikasi dalam penyusunan dokumen perencanaan pembangunan daerah.

3. Ruang lingkup koordinasi penyusunan perencanaan pembangunan daerah bidang pembangunan manusia yaitu koordinasi perencanaan pembangunan daerah kabupaten/kota"
5.01.03.2.02.0001	Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Perekonomian (RPJPD, RPJMD dan RKPD)	Terkordinirnya Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Perekonomian (RPJPD. RPJMD dan RKPD)	Jumlah Dokumen Perencanaan Pembangunan Daerah Bidang Perekonomian yang Dikoordinir Penyusunannya (RPJPD. RPJMD dan RKPD)	Dokumen	"1. Dokumen perencanaan pembangunan daerah bidang perekonomian yang dimaksud meliputi RPJPD RPJMD,  dan RKPD 

2. Koordinasi penyusunan perencanaan pembangunan daerah bidang perekonomian dimaksud adalah kegiatan yang meliputi pengaturan hubungan kerjasama dari beberapa instansi/pejabat yang mempunyai tugas dan wewenang yang saling berhubungan dengan tujuan untuk menghindarkan kesimpangsiuran dan duplikasi dalam penyusunan dokumen perencanaan pembangunan daerah.

3. Ruang lingkup koordinasi penyusunan perencanaan pembangunan daerah bidang perekonomian yaitu koordinasi perencanaan pembangunan daerah kabupaten/kota"
